,property_type,sector,price,bedRoom,bathroom,balcony,floortype,agePossession,built_up_area,store room,study room,servant room,pooja room,others,furnishing_type,luxury_score
214,flat,sector 82,0.85,2.0,2.0,2,low floor,Relatively New,1176.0,0.0,0.0,0.0,0.0,0.0,1.0,low
215,flat,sector 37c,0.99,3.0,5.0,3+,med floor,Relatively New,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,low
216,flat,sector 63a,3.5,3.0,3.0,3,low floor,Under Construction,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,low
217,flat,sector 95,0.56,2.0,2.0,2,med floor,New Property,1364.0,0.0,0.0,0.0,0.0,0.0,0.0,low
218,house,sector 28,1.39,2.0,2.0,1,med floor,Old Property,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,low
219,flat,sector 102,1.9,3.0,4.0,3,,Relatively New,1605.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
220,flat,sector 62,7.56,4.0,4.0,3+,,Relatively New,4200.0,0.0,0.0,1.0,1.0,0.0,1.0,medium
221,flat,sector 4,0.46,2.0,2.0,1,low floor,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
222,flat,sector 85,1.2,2.0,2.0,3+,med floor,Relatively New,1491.0,1.0,0.0,0.0,0.0,0.0,0.0,medium
223,house,sector 2,1.0,3.0,7.0,3+,med floor,Moderately Old,1215.0,0.0,0.0,0.0,1.0,0.0,0.0,low
224,house,sector 28,6.0,4.0,4.0,3+,med floor,Old Property,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
225,flat,sector 86,0.9,3.0,3.0,2,med floor,New Property,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,low
226,flat,sector 79,0.71,2.0,2.0,3+,,New Property,1280.0,0.0,0.0,0.0,0.0,1.0,0.0,medium
227,flat,sector 2,0.56,1.0,2.0,2,med floor,Moderately Old,723.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
228,flat,sector 70a,1.82,3.0,3.0,3,high floor,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
229,house,sector 70a,4.6,4.0,4.0,3+,med floor,Moderately Old,2610.0,1.0,1.0,1.0,1.0,0.0,0.0,medium
230,flat,sector 53,6.02,3.0,3.0,3,,Under Construction,2892.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
231,house,sector 50,7.1,5.0,4.0,3,low floor,Moderately Old,2160.0,1.0,1.0,0.0,1.0,0.0,1.0,medium
232,flat,sector 37c,1.1,3.0,4.0,3,med floor,Relatively New,1899.0,0.0,1.0,1.0,0.0,0.0,0.0,low
233,flat,sector 106,0.87,2.0,2.0,3+,low floor,New Property,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,high
234,flat,sector 84,0.9,3.0,3.0,3+,high floor,Relatively New,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,high
235,flat,sector 67a,0.6,2.0,2.0,2,high floor,New Property,633.0,0.0,0.0,0.0,0.0,0.0,0.0,low
236,flat,sector 81,1.0,2.0,2.0,2,med floor,Relatively New,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,low
237,flat,sector 102,2.6,3.0,3.0,3,low floor,Relatively New,2351.0,1.0,1.0,1.0,0.0,0.0,0.0,medium
238,flat,sector 9a,0.94,3.0,3.0,2,med floor,Moderately Old,1722.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
239,flat,sector 85,1.22,2.0,2.0,3,,Relatively New,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,medium
240,flat,sector 81,1.35,3.0,3.0,3+,med floor,Old Property,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
241,house,sector 6,0.75,2.0,4.0,1,med floor,Moderately Old,713.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
242,flat,sector 69,1.78,4.0,4.0,2,med floor,Relatively New,1819.0,0.0,0.0,0.0,1.0,0.0,1.0,high
243,flat,sector 92,0.7,3.0,3.0,2,high floor,Under Construction,140.0,0.0,0.0,0.0,0.0,0.0,0.0,low
244,house,sector 4,1.1,3.0,4.0,1,low floor,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,low
245,flat,sector 2,0.35,2.0,2.0,2,med floor,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,low
246,flat,sohna road,0.75,2.0,2.0,0,low floor,Relatively New,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
247,house,sector 4,0.67,3.0,3.0,2,low floor,Relatively New,76.0,0.0,0.0,0.0,0.0,1.0,0.0,low
248,flat,sector 48,1.6,3.0,3.0,3+,med floor,Old Property,1895.0,0.0,0.0,0.0,0.0,1.0,1.0,low
249,flat,sector 79,1.45,2.0,2.0,3+,med floor,Relatively New,1494.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
250,flat,sector 56,2.45,4.0,4.0,3+,low floor,Relatively New,2900.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
251,house,sector 49,1.6,4.0,4.0,3,med floor,New Property,60.0,0.0,0.0,0.0,0.0,0.0,1.0,low
252,house,sector 105,0.5,2.0,2.0,0,low floor,Moderately Old,100.0,0.0,0.0,0.0,0.0,0.0,0.0,low
253,house,sohna road road,0.49,2.0,2.0,1,med floor,New Property,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,low
254,house,sector 13,2.25,10.0,10.0,2,low floor,Old Property,400.0,0.0,0.0,0.0,0.0,0.0,0.0,low
255,flat,sohna road,0.65,2.0,2.0,2,low floor,Relatively New,1043.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
256,house,sector 48,8.5,4.0,6.0,3,med floor,Old Property,3240.0,0.0,0.0,1.0,1.0,1.0,0.0,low
257,flat,sector 54,3.25,3.0,3.0,3+,low floor,Old Property,2558.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
258,flat,sector 104,1.85,3.0,4.0,3+,high floor,Relatively New,2072.0,1.0,1.0,1.0,1.0,0.0,0.0,medium
259,flat,sector 79,0.96,2.0,2.0,3,med floor,Relatively New,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,low
260,flat,sector 85,1.18,2.0,3.0,3,high floor,Relatively New,1420.0,0.0,0.0,0.0,1.0,0.0,1.0,high
261,flat,sohna road,0.26,2.0,2.0,2,med floor,New Property,640.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
262,flat,sector 85,1.2,2.0,2.0,3,med floor,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,high
263,flat,sector 95,0.72,3.0,3.0,2,med floor,Relatively New,1800.0,0.0,0.0,0.0,0.0,1.0,0.0,low
264,house,sector 24,2.75,7.0,7.0,3+,med floor,Moderately Old,3000.0,0.0,0.0,0.0,0.0,1.0,1.0,low
265,flat,sector 99a,0.32,2.0,2.0,2,low floor,New Property,473.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
266,flat,sector 54,3.85,3.0,3.0,3+,med floor,Old Property,2119.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
267,flat,sector 86,1.93,3.0,4.0,3,high floor,Relatively New,2068.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
268,flat,sector 102,1.6,3.0,3.0,3,med floor,Relatively New,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,low
269,flat,sector 25,8.0,5.0,5.0,3+,low floor,Old Property,5778.0,0.0,1.0,1.0,1.0,1.0,2.0,low
270,flat,sector 102,1.77,3.0,3.0,3,low floor,Relatively New,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,high
271,flat,sector 6,0.6,2.0,2.0,0,low floor,Relatively New,790.0,0.0,0.0,0.0,0.0,0.0,1.0,low
272,flat,sector 69,1.65,3.0,3.0,2,low floor,Relatively New,1578.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
273,flat,sector 92,1.55,3.0,4.0,3,med floor,Relatively New,1805.0,0.0,0.0,1.0,0.0,0.0,0.0,low
274,flat,sector 63a,2.2,2.0,3.0,3+,med floor,Under Construction,997.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
275,flat,sector 12,1.15,3.0,4.0,2,low floor,Old Property,2000.0,0.0,0.0,1.0,0.0,1.0,0.0,low
276,house,sector 67,1.85,3.0,3.0,3,low floor,Moderately Old,278.0,0.0,0.0,0.0,0.0,0.0,0.0,low
277,flat,sector 67,3.32,4.0,5.0,3+,high floor,Moderately Old,2385.0,0.0,0.0,1.0,0.0,0.0,1.0,high
278,flat,sector 2,0.2,1.0,1.0,1,low floor,Moderately Old,556.0,0.0,0.0,0.0,0.0,1.0,0.0,low
279,flat,sector 112,5.6,4.0,6.0,3+,med floor,Relatively New,3655.35,0.0,0.0,1.0,0.0,0.0,1.0,high
280,flat,sector 106,1.42,4.0,6.0,3+,high floor,Relatively New,2131.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
281,flat,sector 84,0.6,2.0,2.0,2,high floor,Relatively New,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
282,flat,sector 88a,1.38,3.0,3.0,3+,med floor,Relatively New,2296.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
283,flat,gwal pahari,1.5,4.0,4.0,3+,med floor,Moderately Old,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
284,flat,sector 22,4.63,3.0,5.0,3+,med floor,New Property,2796.0,0.0,0.0,1.0,0.0,1.0,0.0,medium
285,house,sector 56,7.25,8.0,8.0,3+,low floor,Moderately Old,2471.0,0.0,0.0,0.0,0.0,0.0,1.0,low
286,flat,sector 37c,0.9,3.0,3.0,3,low floor,Under Construction,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
287,house,sector 48,4.95,7.0,7.0,3+,low floor,Old Property,2403.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
288,flat,sector 69,1.7,4.0,4.0,2,med floor,Relatively New,1804.0,1.0,1.0,1.0,1.0,0.0,0.0,high
289,house,sector 48,8.25,4.0,4.0,3+,med floor,Relatively New,2160.0,1.0,0.0,1.0,0.0,0.0,1.0,high
290,flat,sector 82a,3.85,5.0,6.0,3+,med floor,New Property,5711.0,0.0,0.0,1.0,1.0,0.0,0.0,medium
291,flat,sector 92,0.21,1.0,1.0,1,low floor,Relatively New,336.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
292,house,sector 15,1.8,4.0,3.0,1,low floor,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,low
293,flat,sector 110,1.9,3.0,3.0,3,med floor,Relatively New,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,low
294,flat,sector 70,1.6,3.0,5.0,3,med floor,Relatively New,2167.0,0.0,0.0,1.0,0.0,0.0,0.0,high
295,flat,sector 43,6.5,4.0,4.0,3+,med floor,Moderately Old,2712.0,0.0,0.0,1.0,0.0,0.0,0.0,low
296,house,sector 40,2.15,3.0,3.0,3,med floor,Moderately Old,900.0,1.0,1.0,0.0,1.0,0.0,0.0,low
297,flat,sector 67a,2.0,3.0,3.0,2,med floor,Under Construction,1346.0,0.0,0.0,0.0,0.0,1.0,0.0,low
298,flat,sector 107,1.4,3.0,4.0,3+,med floor,Relatively New,2137.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
299,flat,sector 92,0.5,3.0,3.0,1,high floor,New Property,711.0,0.0,0.0,0.0,0.0,0.0,2.0,medium
300,flat,sector 107,1.15,2.0,2.0,3,low floor,Relatively New,1281.0,0.0,1.0,0.0,0.0,0.0,0.0,low
301,flat,sector 65,2.55,3.0,3.0,3,med floor,Relatively New,1650.0,0.0,1.0,1.0,0.0,0.0,0.0,low
302,flat,sector 15,1.4,4.0,3.0,3,med floor,Old Property,1444.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
303,flat,sector 81,4.0,4.0,5.0,3+,high floor,Relatively New,3801.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
304,house,sector 5,3.5,5.0,4.0,2,low floor,Old Property,2367.0,0.0,0.0,0.0,1.0,1.0,0.0,low
305,house,sector 26,12.5,4.0,5.0,2,low floor,Moderately Old,3240.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
306,flat,sohna road,0.55,2.0,2.0,3,med floor,New Property,828.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
307,house,sector 4,0.55,3.0,3.0,2,low floor,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,low
308,house,sector 105,1.15,3.0,2.0,1,low floor,Moderately Old,3889.0,0.0,0.0,0.0,0.0,0.0,0.0,low
309,flat,sector 33,1.5,2.0,2.0,3+,low floor,Under Construction,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
310,house,sector 5,3.5,6.0,5.0,2,med floor,Old Property,2250.0,0.0,1.0,1.0,1.0,1.0,2.0,high
311,flat,sector 68,1.25,2.0,2.0,3,med floor,New Property,938.0,0.0,0.0,0.0,0.0,0.0,0.0,low
312,flat,sector 79,1.4,3.0,3.0,3,low floor,New Property,1656.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
313,flat,sector 85,1.18,2.0,2.0,3,med floor,Relatively New,1700.0,0.0,1.0,0.0,0.0,0.0,1.0,high
314,flat,sector 93,0.4,2.0,2.0,0,low floor,Relatively New,730.0,0.0,0.0,0.0,0.0,0.0,0.0,low
315,flat,sector 68,1.1,2.0,2.0,3,high floor,New Property,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
316,house,sector 7,0.53,2.0,2.0,0,low floor,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,low
317,flat,sector 92,1.12,4.0,4.0,2,high floor,Relatively New,2322.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
318,flat,sector 104,0.2,1.0,1.0,1,med floor,Relatively New,301.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
319,flat,sector 67a,1.62,3.0,3.0,2,med floor,New Property,1346.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
320,flat,sector 71,0.6,2.0,2.0,1,med floor,Relatively New,557.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
321,flat,sector 37d,1.25,3.0,3.0,3,med floor,Under Construction,2283.0,0.0,0.0,0.0,0.0,0.0,0.0,low
322,house,sector 4,0.8,2.0,3.0,1,low floor,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,0.0,low
323,flat,sector 102,1.95,3.0,3.0,3,med floor,Relatively New,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
324,flat,sector 82,1.28,3.0,3.0,3,med floor,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,high
325,flat,sector 109,1.72,3.0,4.0,3+,med floor,Relatively New,1797.0,0.0,0.0,1.0,0.0,0.0,0.0,high
326,flat,sector 92,0.78,2.0,2.0,3,low floor,Under Construction,846.0,0.0,0.0,0.0,0.0,1.0,0.0,low
327,house,sector 50,6.5,5.0,6.0,0,low floor,Moderately Old,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,low
328,flat,sector 37d,1.1,3.0,3.0,2,low floor,Under Construction,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,low
329,flat,sector 92,1.7,3.0,4.0,2,low floor,Under Construction,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
330,flat,sector 30,0.85,2.0,2.0,1,low floor,Old Property,734.0,0.0,0.0,0.0,0.0,1.0,1.0,low
331,flat,sector 5,0.26,1.0,1.0,1,med floor,Relatively New,648.0,0.0,0.0,0.0,0.0,0.0,0.0,low
332,house,sector 109,7.0,5.0,6.0,2,low floor,Relatively New,5400.0,0.0,0.0,1.0,0.0,0.0,0.0,high
333,house,sector 50,12.25,5.0,7.0,3+,low floor,Relatively New,5850.0,0.0,1.0,1.0,1.0,1.0,1.0,high
334,flat,sector 70a,1.1,2.0,2.0,3+,med floor,New Property,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
335,house,sector 56,4.0,4.0,4.0,3+,low floor,Relatively New,1503.0,0.0,0.0,0.0,0.0,0.0,1.0,low
336,flat,sector 103,1.57,3.0,3.0,3,low floor,Relatively New,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,low
337,flat,sector 84,0.49,2.0,2.0,2,,Relatively New,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
338,flat,sector 78,0.75,2.0,2.0,1,med floor,Moderately Old,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,low
339,house,sector 70a,1.04,3.0,3.0,3+,low floor,Relatively New,1611.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
340,flat,sector 66,3.0,3.0,3.0,2,high floor,Relatively New,1950.0,0.0,0.0,1.0,0.0,0.0,0.0,medium
341,flat,sector 33,1.2,2.0,2.0,2,low floor,Under Construction,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
342,flat,sector 65,2.79,4.0,4.0,3+,low floor,Relatively New,2194.0,0.0,1.0,1.0,0.0,0.0,2.0,high
343,flat,sector 54,10.0,4.0,5.0,3+,,Moderately Old,3000.0,0.0,0.0,1.0,0.0,0.0,2.0,high
344,flat,sector 72,5.25,4.0,4.0,3+,,New Property,3000.0,0.0,0.0,1.0,0.0,0.0,1.0,high
345,flat,sector 51,3.55,5.0,6.0,3+,high floor,Moderately Old,5200.0,1.0,1.0,1.0,1.0,0.0,1.0,high
346,flat,sector 37d,1.0,3.0,3.0,3+,high floor,Moderately Old,1602.0,0.0,0.0,0.0,0.0,0.0,0.0,low
347,house,sector 105,0.55,2.0,4.0,0,low floor,Moderately Old,56.0,0.0,0.0,0.0,0.0,0.0,0.0,low
348,flat,sector 66,1.9,3.0,4.0,2,med floor,Relatively New,1850.0,0.0,0.0,1.0,0.0,0.0,1.0,high
349,house,sector 38,3.5,3.0,2.0,2,low floor,Moderately Old,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,low
350,flat,sector 104,2.52,4.0,4.0,3+,,Relatively New,2800.0,1.0,0.0,1.0,0.0,0.0,1.0,high
351,flat,sector 86,1.3,4.0,6.0,2,high floor,New Property,2521.0,0.0,0.0,1.0,0.0,1.0,0.0,medium
352,flat,sector 65,6.15,3.0,3.0,3,,Moderately Old,3027.0,0.0,1.0,1.0,0.0,0.0,1.0,medium
353,flat,sector 33,1.35,3.0,2.0,3+,med floor,Under Construction,1484.0,0.0,0.0,0.0,1.0,0.0,0.0,low
354,flat,sector 56,1.5,3.0,5.0,3+,med floor,Moderately Old,2250.0,0.0,1.0,0.0,1.0,0.0,1.0,medium
355,house,sector 3,0.68,5.0,3.0,0,low floor,Moderately Old,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,low
356,house,sector 38,3.5,3.0,2.0,3,low floor,Moderately Old,1458.0,1.0,0.0,0.0,0.0,0.0,1.0,medium
357,flat,sector 99,0.5,2.0,1.0,2,med floor,New Property,652.0,0.0,0.0,0.0,0.0,0.0,0.0,low
358,house,sector 41,9.25,9.0,9.0,3+,med floor,Moderately Old,5000.0,1.0,1.0,1.0,1.0,0.0,1.0,medium
359,flat,sector 88a,2.65,3.0,3.0,3+,med floor,New Property,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
360,flat,sector 37d,0.8,2.0,2.0,3,low floor,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
361,house,sector 50,6.95,3.0,3.0,1,low floor,Moderately Old,2160.0,0.0,0.0,1.0,0.0,0.0,0.0,high
362,flat,sector 102,1.49,3.0,3.0,3,med floor,Relatively New,1315.0,0.0,0.0,0.0,0.0,0.0,1.0,high
363,house,sector 45,4.49,3.0,9.0,3+,med floor,Moderately Old,1836.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
364,house,sector 43,3.3,1.0,1.0,0,low floor,Under Construction,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,low
365,flat,sector 99,0.92,2.0,2.0,3+,,Under Construction,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
366,flat,sector 83,1.73,3.0,3.0,3,med floor,Relatively New,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,high
367,flat,sector 56,2.09,4.0,4.0,3+,med floor,Relatively New,2300.0,0.0,0.0,0.0,0.0,1.0,1.0,medium
368,flat,sector 107,0.75,2.0,2.0,3+,high floor,Relatively New,1201.0,0.0,0.0,0.0,1.0,0.0,0.0,high
369,flat,sector 81,2.35,3.0,4.0,3+,med floor,Relatively New,2513.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
370,flat,sector 113,3.0,3.0,3.0,3+,med floor,Relatively New,2460.0,0.0,0.0,1.0,0.0,0.0,0.0,high
371,flat,sector 58,4.0,3.0,4.0,3,med floor,Old Property,2164.0,0.0,0.0,1.0,0.0,0.0,1.0,low
372,house,sector 38,4.0,6.0,6.0,3+,med floor,Old Property,1836.0,0.0,1.0,1.0,1.0,1.0,1.0,medium
373,flat,sector 83,1.08,3.0,3.0,2,high floor,Relatively New,1570.0,0.0,0.0,0.0,0.0,1.0,0.0,low
374,house,sector 89,1.25,3.0,3.0,2,low floor,Under Construction,1423.0,0.0,1.0,0.0,0.0,1.0,0.0,low
375,flat,sector 103,1.25,3.0,3.0,3+,low floor,New Property,1464.0,0.0,0.0,0.0,1.0,0.0,0.0,medium
376,flat,sector 63a,0.7,1.0,1.0,0,med floor,Under Construction,693.0,0.0,0.0,0.0,0.0,0.0,0.0,low
377,flat,sector 89,0.86,2.0,3.0,3,med floor,Under Construction,998.0,0.0,0.0,0.0,0.0,0.0,0.0,low
378,house,sector 66,11.0,5.0,6.0,3+,low floor,New Property,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,high
379,flat,sector 109,2.1,3.0,4.0,3+,high floor,Relatively New,2100.0,0.0,0.0,1.0,0.0,0.0,1.0,high
380,flat,sector 70a,1.6,4.0,4.0,3,low floor,Relatively New,1600.0,0.0,1.0,0.0,0.0,1.0,0.0,low
381,flat,sector 85,0.9,4.0,4.0,3,med floor,Moderately Old,1575.0,0.0,0.0,0.0,0.0,0.0,1.0,low
382,flat,sector 37c,0.6,2.0,2.0,3,med floor,Under Construction,1180.0,0.0,1.0,0.0,1.0,0.0,0.0,medium
383,flat,sector 92,0.51,3.0,2.0,2,low floor,Relatively New,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
384,flat,sector 81,2.91,4.0,5.0,2,med floor,Relatively New,3017.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
385,flat,sector 85,2.15,4.0,5.0,3+,med floor,Relatively New,2366.0,0.0,0.0,1.0,0.0,0.0,0.0,high
386,flat,sohna road,0.68,2.0,2.0,2,med floor,New Property,916.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
387,flat,sector 69,2.05,4.0,4.0,2,low floor,Relatively New,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,high
388,house,sector 50,10.45,4.0,5.0,2,med floor,Moderately Old,4000.0,0.0,1.0,1.0,1.0,0.0,1.0,medium
389,flat,sector 61,1.9,3.0,3.0,3,low floor,New Property,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,low
390,house,sector 33,1.15,2.0,2.0,3,low floor,Relatively New,1400.0,0.0,1.0,0.0,0.0,0.0,1.0,medium
391,house,sector 39,1.6,1.0,1.0,2,low floor,Old Property,892.0,0.0,0.0,0.0,0.0,0.0,0.0,low
392,flat,sector 37c,0.95,3.0,3.0,3+,low floor,New Property,1697.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
393,flat,sector 85,2.0,3.0,4.0,3,med floor,Relatively New,2300.0,0.0,0.0,1.0,0.0,0.0,0.0,low
394,house,sector 26,17.0,5.0,6.0,3,low floor,Old Property,4518.0,1.0,0.0,1.0,1.0,0.0,1.0,medium
395,flat,sector 36a,2.3,2.0,2.0,2,,Relatively New,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
396,flat,sector 81,2.22,3.0,4.0,3+,high floor,Relatively New,2407.0,0.0,0.0,1.0,0.0,0.0,1.0,high
397,flat,sector 109,1.88,4.0,5.0,3,med floor,Relatively New,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,medium
398,flat,sector 59,5.8,3.0,4.0,3,,New Property,3361.0,0.0,0.0,1.0,0.0,0.0,1.0,low
399,house,sector 82,7.0,4.0,4.0,3+,med floor,Relatively New,3900.0,0.0,0.0,1.0,0.0,0.0,2.0,medium
400,flat,sector 61,2.6,3.0,3.0,2,low floor,New Property,1766.0,0.0,0.0,0.0,0.0,0.0,0.0,low
401,flat,sector 85,2.6,3.0,3.0,3,,Under Construction,2129.0,0.0,0.0,1.0,0.0,0.0,0.0,low
402,flat,sector 37c,1.43,3.0,3.0,3+,low floor,Relatively New,1834.0,0.0,0.0,1.0,0.0,1.0,0.0,low
403,flat,sector 81,4.45,4.0,4.0,3+,med floor,Relatively New,3850.0,0.0,1.0,1.0,1.0,1.0,1.0,low
404,flat,sector 77,0.71,2.0,2.0,2,med floor,Relatively New,1057.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
405,flat,sector 82a,2.25,3.0,3.0,3+,,Relatively New,2333.0,0.0,0.0,1.0,0.0,0.0,2.0,medium
406,flat,sector 86,0.41,2.0,2.0,1,med floor,New Property,557.0,0.0,1.0,1.0,1.0,1.0,0.0,low
407,flat,sector 88b,1.1,2.0,4.0,3+,low floor,Under Construction,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
408,flat,sector 85,1.91,4.0,6.0,3,med floor,Relatively New,3890.0,0.0,0.0,1.0,0.0,0.0,0.0,high
409,flat,sector 67,3.4,3.0,4.0,3,high floor,Relatively New,2123.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
410,house,sector 50,11.58,5.0,5.0,3,low floor,Moderately Old,3240.0,0.0,0.0,1.0,0.0,0.0,0.0,low
411,flat,sector 85,1.12,2.0,2.0,3,med floor,Relatively New,1485.0,0.0,0.0,0.0,0.0,1.0,0.0,low
412,flat,sector 84,1.5,3.0,3.0,3,,Relatively New,1833.0,0.0,0.0,1.0,0.0,0.0,1.0,low
413,flat,sector 81,2.25,3.0,3.0,3+,high floor,Relatively New,1600.0,0.0,1.0,1.0,1.0,1.0,2.0,low
414,house,sector 26,6.75,3.0,3.0,3,low floor,Moderately Old,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,low
415,flat,sector 56,1.55,3.0,3.0,3,med floor,Old Property,1810.0,0.0,0.0,1.0,0.0,0.0,1.0,medium
416,house,sector 17b,7.2,4.0,4.0,2,low floor,Old Property,4494.0,1.0,0.0,1.0,0.0,0.0,0.0,low
417,flat,sector 103,1.05,2.0,2.0,3,low floor,Relatively New,1365.0,0.0,0.0,0.0,0.0,0.0,1.0,medium
418,flat,sector 86,1.25,2.0,2.0,3,high floor,Moderately Old,1339.0,0.0,1.0,0.0,0.0,0.0,0.0,low
419,flat,sector 99a,0.32,2.0,2.0,1,med floor,Relatively New,601.0,0.0,0.0,0.0,0.0,0.0,0.0,low
420,flat,sector 109,1.75,3.0,4.0,3+,low floor,Relatively New,1946.0,0.0,0.0,1.0,0.0,1.0,0.0,medium
421,flat,sector 84,1.15,2.0,2.0,3,med floor,Relatively New,1361.0,0.0,1.0,0.0,0.0,0.0,1.0,low
422,flat,sector 60,2.82,3.0,3.0,3,low floor,Relatively New,2400.0,0.0,0.0,1.0,0.0,0.0,1.0,high
423,house,sector 25,9.9,5.0,5.0,2,low floor,Moderately Old,3375.0,0.0,0.0,0.0,1.0,0.0,1.0,medium
424,house,sector 52,2.25,3.0,3.0,3,med floor,New Property,1800.0,0.0,0.0,1.0,0.0,0.0,1.0,low
425,flat,sector 52,1.55,4.0,4.0,3,low floor,Moderately Old,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,low
426,flat,sector 62,2.45,2.0,2.0,2,med floor,New Property,1200.0,0.0,1.0,0.0,0.0,0.0,2.0,high
427,flat,sector 62,6.5,4.0,4.0,3+,med floor,Moderately Old,3925.0,0.0,1.0,0.0,0.0,0.0,0.0,medium
